TrialID,BlockID,RefLoc,nTestDots,RefPaths,TestPaths,Responses,RT,TestMore,CorrectReponses
176,3,1,20,stimuli/main/ref_images/img_10_350.png,stimuli/main/test_images/img_20_500.png,-1,-1,-1,0
177,3,0,10,stimuli/main/ref_images/img_10_312.png,stimuli/main/test_images/img_10_462.png,-1,-1,-1,0
178,3,1,20,stimuli/main/ref_images/img_10_077.png,stimuli/main/test_images/img_20_477.png,-1,-1,-1,0
179,3,0,10,stimuli/main/ref_images/img_10_018.png,stimuli/main/test_images/img_10_468.png,-1,-1,-1,0
180,3,0,10,stimuli/main/ref_images/img_10_053.png,stimuli/main/test_images/img_10_453.png,-1,-1,-1,0
181,3,0,20,stimuli/main/ref_images/img_10_238.png,stimuli/main/test_images/img_20_488.png,-1,-1,-1,1
182,3,1,5,stimuli/main/ref_images/img_10_176.png,stimuli/main/test_images/img_05_476.png,-1,-1,-1,1
183,3,0,10,stimuli/main/ref_images/img_10_291.png,stimuli/main/test_images/img_10_491.png,-1,-1,-1,0
184,3,1,10,stimuli/main/ref_images/img_10_116.png,stimuli/main/test_images/img_10_466.png,-1,-1,-1,1
185,3,1,12,stimuli/main/ref_images/img_10_348.png,stimuli/main/test_images/img_12_498.png,-1,-1,-1,0
186,3,0,8,stimuli/main/ref_images/img_10_038.png,stimuli/main/test_images/img_08_488.png,-1,-1,-1,0
187,3,1,20,stimuli/main/ref_images/img_10_315.png,stimuli/main/test_images/img_20_465.png,-1,-1,-1,0
188,3,1,20,stimuli/main/ref_images/img_10_070.png,stimuli/main/test_images/img_20_470.png,-1,-1,-1,0
189,3,0,20,stimuli/main/ref_images/img_10_252.png,stimuli/main/test_images/img_20_452.png,-1,-1,-1,1
190,3,0,20,stimuli/main/ref_images/img_10_028.png,stimuli/main/test_images/img_20_478.png,-1,-1,-1,1
191,3,1,6,stimuli/main/ref_images/img_10_268.png,stimuli/main/test_images/img_06_468.png,-1,-1,-1,1
192,3,1,10,stimuli/main/ref_images/img_10_263.png,stimuli/main/test_images/img_10_463.png,-1,-1,-1,1
193,3,0,12,stimuli/main/ref_images/img_10_152.png,stimuli/main/test_images/img_12_452.png,-1,-1,-1,1
194,3,1,5,stimuli/main/ref_images/img_10_232.png,stimuli/main/test_images/img_05_482.png,-1,-1,-1,1
195,3,1,20,stimuli/main/ref_images/img_10_210.png,stimuli/main/test_images/img_20_460.png,-1,-1,-1,0
196,3,0,8,stimuli/main/ref_images/img_10_241.png,stimuli/main/test_images/img_08_491.png,-1,-1,-1,0
197,3,0,5,stimuli/main/ref_images/img_10_057.png,stimuli/main/test_images/img_05_457.png,-1,-1,-1,0
198,3,1,10,stimuli/main/ref_images/img_10_165.png,stimuli/main/test_images/img_10_465.png,-1,-1,-1,1
199,3,0,10,stimuli/main/ref_images/img_10_326.png,stimuli/main/test_images/img_10_476.png,-1,-1,-1,0
200,3,1,20,stimuli/main/ref_images/img_10_336.png,stimuli/main/test_images/img_20_486.png,-1,-1,-1,0
201,3,0,6,stimuli/main/ref_images/img_10_191.png,stimuli/main/test_images/img_06_491.png,-1,-1,-1,0
202,3,1,20,stimuli/main/ref_images/img_10_014.png,stimuli/main/test_images/img_20_464.png,-1,-1,-1,0
203,3,0,10,stimuli/main/ref_images/img_10_137.png,stimuli/main/test_images/img_10_487.png,-1,-1,-1,0
204,3,1,20,stimuli/main/ref_images/img_10_035.png,stimuli/main/test_images/img_20_485.png,-1,-1,-1,0
205,3,0,10,stimuli/main/ref_images/img_10_088.png,stimuli/main/test_images/img_10_488.png,-1,-1,-1,0
206,3,1,20,stimuli/main/ref_images/img_10_119.png,stimuli/main/test_images/img_20_469.png,-1,-1,-1,0
207,3,1,8,stimuli/main/ref_images/img_10_136.png,stimuli/main/test_images/img_08_486.png,-1,-1,-1,1
208,3,1,16,stimuli/main/ref_images/img_10_300.png,stimuli/main/test_images/img_16_500.png,-1,-1,-1,0
209,3,0,6,stimuli/main/ref_images/img_10_156.png,stimuli/main/test_images/img_06_456.png,-1,-1,-1,0
210,3,0,8,stimuli/main/ref_images/img_10_283.png,stimuli/main/test_images/img_08_483.png,-1,-1,-1,0
211,4,1,16,stimuli/main/ref_images/img_10_027.png,stimuli/main/test_images/img_16_477.png,-1,-1,-1,0
212,4,1,16,stimuli/main/ref_images/img_10_118.png,stimuli/main/test_images/img_16_468.png,-1,-1,-1,0
213,4,1,16,stimuli/main/ref_images/img_10_216.png,stimuli/main/test_images/img_16_466.png,-1,-1,-1,0
214,4,1,5,stimuli/main/ref_images/img_10_260.png,stimuli/main/test_images/img_05_460.png,-1,-1,-1,1
215,4,0,12,stimuli/main/ref_images/img_10_124.png,stimuli/main/test_images/img_12_474.png,-1,-1,-1,1
216,4,1,5,stimuli/main/ref_images/img_10_050.png,stimuli/main/test_images/img_05_500.png,-1,-1,-1,1
217,4,1,12,stimuli/main/ref_images/img_10_208.png,stimuli/main/test_images/img_12_458.png,-1,-1,-1,0
218,4,1,6,stimuli/main/ref_images/img_10_114.png,stimuli/main/test_images/img_06_464.png,-1,-1,-1,1
219,4,1,10,stimuli/main/ref_images/img_10_081.png,stimuli/main/test_images/img_10_481.png,-1,-1,-1,1
220,4,0,5,stimuli/main/ref_images/img_10_337.png,stimuli/main/test_images/img_05_487.png,-1,-1,-1,0
221,4,1,8,stimuli/main/ref_images/img_10_185.png,stimuli/main/test_images/img_08_485.png,-1,-1,-1,1
222,4,0,12,stimuli/main/ref_images/img_10_110.png,stimuli/main/test_images/img_12_460.png,-1,-1,-1,1
223,4,1,20,stimuli/main/ref_images/img_10_245.png,stimuli/main/test_images/img_20_495.png,-1,-1,-1,0
224,4,1,16,stimuli/main/ref_images/img_10_139.png,stimuli/main/test_images/img_16_489.png,-1,-1,-1,0
225,4,0,10,stimuli/main/ref_images/img_10_144.png,stimuli/main/test_images/img_10_494.png,-1,-1,-1,0
226,4,1,10,stimuli/main/ref_images/img_10_347.png,stimuli/main/test_images/img_10_497.png,-1,-1,-1,1
227,4,0,20,stimuli/main/ref_images/img_10_161.png,stimuli/main/test_images/img_20_461.png,-1,-1,-1,1
228,4,0,6,stimuli/main/ref_images/img_10_254.png,stimuli/main/test_images/img_06_454.png,-1,-1,-1,0
229,4,1,8,stimuli/main/ref_images/img_10_339.png,stimuli/main/test_images/img_08_489.png,-1,-1,-1,1
230,4,0,20,stimuli/main/ref_images/img_10_203.png,stimuli/main/test_images/img_20_453.png,-1,-1,-1,1
231,4,1,12,stimuli/main/ref_images/img_10_138.png,stimuli/main/test_images/img_12_488.png,-1,-1,-1,0
232,4,1,12,stimuli/main/ref_images/img_10_334.png,stimuli/main/test_images/img_12_484.png,-1,-1,-1,0
233,4,1,8,stimuli/main/ref_images/img_10_052.png,stimuli/main/test_images/img_08_452.png,-1,-1,-1,1
234,4,1,8,stimuli/main/ref_images/img_10_346.png,stimuli/main/test_images/img_08_496.png,-1,-1,-1,1
235,4,1,8,stimuli/main/ref_images/img_10_213.png,stimuli/main/test_images/img_08_463.png,-1,-1,-1,1
236,4,1,6,stimuli/main/ref_images/img_10_023.png,stimuli/main/test_images/img_06_473.png,-1,-1,-1,1
237,4,0,16,stimuli/main/ref_images/img_10_223.png,stimuli/main/test_images/img_16_473.png,-1,-1,-1,1
238,4,0,8,stimuli/main/ref_images/img_10_080.png,stimuli/main/test_images/img_08_480.png,-1,-1,-1,0
239,4,1,10,stimuli/main/ref_images/img_10_046.png,stimuli/main/test_images/img_10_496.png,-1,-1,-1,1
240,4,0,12,stimuli/main/ref_images/img_10_201.png,stimuli/main/test_images/img_12_451.png,-1,-1,-1,1
241,4,1,16,stimuli/main/ref_images/img_10_335.png,stimuli/main/test_images/img_16_485.png,-1,-1,-1,0
242,4,1,8,stimuli/main/ref_images/img_10_010.png,stimuli/main/test_images/img_08_460.png,-1,-1,-1,1
243,4,1,16,stimuli/main/ref_images/img_10_055.png,stimuli/main/test_images/img_16_455.png,-1,-1,-1,0
244,4,0,10,stimuli/main/ref_images/img_10_179.png,stimuli/main/test_images/img_10_479.png,-1,-1,-1,0
245,4,1,10,stimuli/main/ref_images/img_10_305.png,stimuli/main/test_images/img_10_455.png,-1,-1,-1,1
246,4,0,16,stimuli/main/ref_images/img_10_104.png,stimuli/main/test_images/img_16_454.png,-1,-1,-1,1
247,4,1,5,stimuli/main/ref_images/img_10_344.png,stimuli/main/test_images/img_05_494.png,-1,-1,-1,1
248,4,1,6,stimuli/main/ref_images/img_10_212.png,stimuli/main/test_images/img_06_462.png,-1,-1,-1,1
249,4,0,16,stimuli/main/ref_images/img_10_349.png,stimuli/main/test_images/img_16_499.png,-1,-1,-1,1
250,4,1,5,stimuli/main/ref_images/img_10_288.png,stimuli/main/test_images/img_05_488.png,-1,-1,-1,1
251,4,0,20,stimuli/main/ref_images/img_10_189.png,stimuli/main/test_images/img_20_489.png,-1,-1,-1,1
252,4,1,12,stimuli/main/ref_images/img_10_117.png,stimuli/main/test_images/img_12_467.png,-1,-1,-1,0
253,4,1,6,stimuli/main/ref_images/img_10_037.png,stimuli/main/test_images/img_06_487.png,-1,-1,-1,1
254,4,0,8,stimuli/main/ref_images/img_10_045.png,stimuli/main/test_images/img_08_495.png,-1,-1,-1,0
255,4,0,6,stimuli/main/ref_images/img_10_240.png,stimuli/main/test_images/img_06_490.png,-1,-1,-1,0
256,4,1,8,stimuli/main/ref_images/img_10_332.png,stimuli/main/test_images/img_08_482.png,-1,-1,-1,1
257,4,1,16,stimuli/main/ref_images/img_10_020.png,stimuli/main/test_images/img_16_470.png,-1,-1,-1,0
258,4,0,12,stimuli/main/ref_images/img_10_306.png,stimuli/main/test_images/img_12_456.png,-1,-1,-1,1
259,4,0,5,stimuli/main/ref_images/img_10_092.png,stimuli/main/test_images/img_05_492.png,-1,-1,-1,0
260,4,1,8,stimuli/main/ref_images/img_10_164.png,stimuli/main/test_images/img_08_464.png,-1,-1,-1,1
261,4,1,6,stimuli/main/ref_images/img_10_142.png,stimuli/main/test_images/img_06_492.png,-1,-1,-1,1
262,4,0,20,stimuli/main/ref_images/img_10_182.png,stimuli/main/test_images/img_20_482.png,-1,-1,-1,1
263,4,0,16,stimuli/main/ref_images/img_10_041.png,stimuli/main/test_images/img_16_491.png,-1,-1,-1,1
264,4,0,10,stimuli/main/ref_images/img_10_032.png,stimuli/main/test_images/img_10_482.png,-1,-1,-1,0
265,4,1,8,stimuli/main/ref_images/img_10_031.png,stimuli/main/test_images/img_08_481.png,-1,-1,-1,1
266,4,1,10,stimuli/main/ref_images/img_10_221.png,stimuli/main/test_images/img_10_471.png,-1,-1,-1,1
267,4,1,12,stimuli/main/ref_images/img_10_215.png,stimuli/main/test_images/img_12_465.png,-1,-1,-1,0
268,4,0,12,stimuli/main/ref_images/img_10_047.png,stimuli/main/test_images/img_12_497.png,-1,-1,-1,1
269,4,0,16,stimuli/main/ref_images/img_10_293.png,stimuli/main/test_images/img_16_493.png,-1,-1,-1,1
270,4,0,16,stimuli/main/ref_images/img_10_188.png,stimuli/main/test_images/img_16_488.png,-1,-1,-1,1
271,4,0,8,stimuli/main/ref_images/img_10_157.png,stimuli/main/test_images/img_08_457.png,-1,-1,-1,0
272,4,0,10,stimuli/main/ref_images/img_10_158.png,stimuli/main/test_images/img_10_458.png,-1,-1,-1,0
273,4,0,5,stimuli/main/ref_images/img_10_155.png,stimuli/main/test_images/img_05_455.png,-1,-1,-1,0
274,4,0,12,stimuli/main/ref_images/img_10_131.png,stimuli/main/test_images/img_12_481.png,-1,-1,-1,1
275,4,1,16,stimuli/main/ref_images/img_10_062.png,stimuli/main/test_images/img_16_462.png,-1,-1,-1,0
276,4,0,6,stimuli/main/ref_images/img_10_170.png,stimuli/main/test_images/img_06_470.png,-1,-1,-1,0
277,4,0,8,stimuli/main/ref_images/img_10_304.png,stimuli/main/test_images/img_08_454.png,-1,-1,-1,0
278,4,1,12,stimuli/main/ref_images/img_10_243.png,stimuli/main/test_images/img_12_493.png,-1,-1,-1,0
279,4,0,12,stimuli/main/ref_images/img_10_236.png,stimuli/main/test_images/img_12_486.png,-1,-1,-1,1
280,4,1,12,stimuli/main/ref_images/img_10_264.png,stimuli/main/test_images/img_12_464.png,-1,-1,-1,0
281,5,0,8,stimuli/main/ref_images/img_10_311.png,stimuli/main/test_images/img_08_461.png,-1,-1,-1,0
282,5,0,12,stimuli/main/ref_images/img_10_180.png,stimuli/main/test_images/img_12_480.png,-1,-1,-1,1
283,5,1,20,stimuli/main/ref_images/img_10_266.png,stimuli/main/test_images/img_20_466.png,-1,-1,-1,0
284,5,0,8,stimuli/main/ref_images/img_10_276.png,stimuli/main/test_images/img_08_476.png,-1,-1,-1,0
285,5,1,6,stimuli/main/ref_images/img_10_149.png,stimuli/main/test_images/img_06_499.png,-1,-1,-1,1
286,5,0,8,stimuli/main/ref_images/img_10_150.png,stimuli/main/test_images/img_08_500.png,-1,-1,-1,0
287,5,1,16,stimuli/main/ref_images/img_10_265.png,stimuli/main/test_images/img_16_465.png,-1,-1,-1,0
288,5,1,8,stimuli/main/ref_images/img_10_059.png,stimuli/main/test_images/img_08_459.png,-1,-1,-1,1
289,5,1,6,stimuli/main/ref_images/img_10_233.png,stimuli/main/test_images/img_06_483.png,-1,-1,-1,1
290,5,1,5,stimuli/main/ref_images/img_10_022.png,stimuli/main/test_images/img_05_472.png,-1,-1,-1,1
291,5,0,6,stimuli/main/ref_images/img_10_051.png,stimuli/main/test_images/img_06_451.png,-1,-1,-1,0
292,5,0,16,stimuli/main/ref_images/img_10_013.png,stimuli/main/test_images/img_16_463.png,-1,-1,-1,1
293,5,0,12,stimuli/main/ref_images/img_10_271.png,stimuli/main/test_images/img_12_471.png,-1,-1,-1,1
294,5,1,5,stimuli/main/ref_images/img_10_078.png,stimuli/main/test_images/img_05_478.png,-1,-1,-1,1
295,5,1,12,stimuli/main/ref_images/img_10_145.png,stimuli/main/test_images/img_12_495.png,-1,-1,-1,0
296,5,0,10,stimuli/main/ref_images/img_10_025.png,stimuli/main/test_images/img_10_475.png,-1,-1,-1,0
297,5,1,10,stimuli/main/ref_images/img_10_074.png,stimuli/main/test_images/img_10_474.png,-1,-1,-1,1
298,5,1,10,stimuli/main/ref_images/img_10_172.png,stimuli/main/test_images/img_10_472.png,-1,-1,-1,1
299,5,1,8,stimuli/main/ref_images/img_10_094.png,stimuli/main/test_images/img_08_494.png,-1,-1,-1,1
300,5,0,12,stimuli/main/ref_images/img_10_103.png,stimuli/main/test_images/img_12_453.png,-1,-1,-1,1
301,5,1,8,stimuli/main/ref_images/img_10_297.png,stimuli/main/test_images/img_08_497.png,-1,-1,-1,1
302,5,1,12,stimuli/main/ref_images/img_10_285.png,stimuli/main/test_images/img_12_485.png,-1,-1,-1,0
303,5,1,6,stimuli/main/ref_images/img_10_282.png,stimuli/main/test_images/img_06_482.png,-1,-1,-1,1
304,5,1,20,stimuli/main/ref_images/img_10_105.png,stimuli/main/test_images/img_20_455.png,-1,-1,-1,0
305,5,1,8,stimuli/main/ref_images/img_10_269.png,stimuli/main/test_images/img_08_469.png,-1,-1,-1,1
306,5,0,12,stimuli/main/ref_images/img_10_327.png,stimuli/main/test_images/img_12_477.png,-1,-1,-1,1
307,5,0,10,stimuli/main/ref_images/img_10_340.png,stimuli/main/test_images/img_10_490.png,-1,-1,-1,0
308,5,1,12,stimuli/main/ref_images/img_10_089.png,stimuli/main/test_images/img_12_489.png,-1,-1,-1,0
309,5,0,6,stimuli/main/ref_images/img_10_338.png,stimuli/main/test_images/img_06_488.png,-1,-1,-1,0
310,5,0,20,stimuli/main/ref_images/img_10_133.png,stimuli/main/test_images/img_20_483.png,-1,-1,-1,1
311,5,0,6,stimuli/main/ref_images/img_10_128.png,stimuli/main/test_images/img_06_478.png,-1,-1,-1,0
312,5,0,20,stimuli/main/ref_images/img_10_168.png,stimuli/main/test_images/img_20_468.png,-1,-1,-1,1
313,5,1,20,stimuli/main/ref_images/img_10_042.png,stimuli/main/test_images/img_20_492.png,-1,-1,-1,0
314,5,0,6,stimuli/main/ref_images/img_10_058.png,stimuli/main/test_images/img_06_458.png,-1,-1,-1,0
315,5,1,8,stimuli/main/ref_images/img_10_101.png,stimuli/main/test_images/img_08_451.png,-1,-1,-1,1
316,5,0,8,stimuli/main/ref_images/img_10_255.png,stimuli/main/test_images/img_08_455.png,-1,-1,-1,0
317,5,0,12,stimuli/main/ref_images/img_10_292.png,stimuli/main/test_images/img_12_492.png,-1,-1,-1,1
318,5,0,16,stimuli/main/ref_images/img_10_111.png,stimuli/main/test_images/img_16_461.png,-1,-1,-1,1
319,5,1,5,stimuli/main/ref_images/img_10_302.png,stimuli/main/test_images/img_05_452.png,-1,-1,-1,1
320,5,1,10,stimuli/main/ref_images/img_10_060.png,stimuli/main/test_images/img_10_460.png,-1,-1,-1,1
321,5,1,5,stimuli/main/ref_images/img_10_323.png,stimuli/main/test_images/img_05_473.png,-1,-1,-1,1
322,5,0,16,stimuli/main/ref_images/img_10_174.png,stimuli/main/test_images/img_16_474.png,-1,-1,-1,1
323,5,0,16,stimuli/main/ref_images/img_10_307.png,stimuli/main/test_images/img_16_457.png,-1,-1,-1,1
324,5,1,16,stimuli/main/ref_images/img_10_272.png,stimuli/main/test_images/img_16_472.png,-1,-1,-1,0
325,5,0,20,stimuli/main/ref_images/img_10_175.png,stimuli/main/test_images/img_20_475.png,-1,-1,-1,1
326,5,1,5,stimuli/main/ref_images/img_10_001.png,stimuli/main/test_images/img_05_451.png,-1,-1,-1,1
327,5,0,8,stimuli/main/ref_images/img_10_248.png,stimuli/main/test_images/img_08_498.png,-1,-1,-1,0
328,5,1,12,stimuli/main/ref_images/img_10_040.png,stimuli/main/test_images/img_12_490.png,-1,-1,-1,0
329,5,0,5,stimuli/main/ref_images/img_10_239.png,stimuli/main/test_images/img_05_489.png,-1,-1,-1,0
330,5,0,5,stimuli/main/ref_images/img_10_071.png,stimuli/main/test_images/img_05_471.png,-1,-1,-1,0
331,5,1,16,stimuli/main/ref_images/img_10_006.png,stimuli/main/test_images/img_16_456.png,-1,-1,-1,0
332,5,0,6,stimuli/main/ref_images/img_10_303.png,stimuli/main/test_images/img_06_453.png,-1,-1,-1,0
333,5,1,5,stimuli/main/ref_images/img_10_106.png,stimuli/main/test_images/img_05_456.png,-1,-1,-1,1
334,5,1,12,stimuli/main/ref_images/img_10_061.png,stimuli/main/test_images/img_12_461.png,-1,-1,-1,0
335,5,0,16,stimuli/main/ref_images/img_10_153.png,stimuli/main/test_images/img_16_453.png,-1,-1,-1,1
336,5,1,5,stimuli/main/ref_images/img_10_211.png,stimuli/main/test_images/img_05_461.png,-1,-1,-1,1
337,5,0,20,stimuli/main/ref_images/img_10_217.png,stimuli/main/test_images/img_20_467.png,-1,-1,-1,1
338,5,1,20,stimuli/main/ref_images/img_10_084.png,stimuli/main/test_images/img_20_484.png,-1,-1,-1,0
339,5,0,5,stimuli/main/ref_images/img_10_183.png,stimuli/main/test_images/img_05_483.png,-1,-1,-1,0
340,5,1,16,stimuli/main/ref_images/img_10_125.png,stimuli/main/test_images/img_16_475.png,-1,-1,-1,0
341,5,0,10,stimuli/main/ref_images/img_10_214.png,stimuli/main/test_images/img_10_464.png,-1,-1,-1,0
342,5,0,16,stimuli/main/ref_images/img_10_244.png,stimuli/main/test_images/img_16_494.png,-1,-1,-1,1
343,5,0,10,stimuli/main/ref_images/img_10_242.png,stimuli/main/test_images/img_10_492.png,-1,-1,-1,0
344,5,1,20,stimuli/main/ref_images/img_10_147.png,stimuli/main/test_images/img_20_497.png,-1,-1,-1,0
345,5,0,6,stimuli/main/ref_images/img_10_163.png,stimuli/main/test_images/img_06_463.png,-1,-1,-1,0
346,5,1,20,stimuli/main/ref_images/img_10_231.png,stimuli/main/test_images/img_20_481.png,-1,-1,-1,0
347,5,0,10,stimuli/main/ref_images/img_10_109.png,stimuli/main/test_images/img_10_459.png,-1,-1,-1,0
348,5,0,20,stimuli/main/ref_images/img_10_259.png,stimuli/main/test_images/img_20_459.png,-1,-1,-1,1
349,5,1,8,stimuli/main/ref_images/img_10_220.png,stimuli/main/test_images/img_08_470.png,-1,-1,-1,1
350,5,1,16,stimuli/main/ref_images/img_10_237.png,stimuli/main/test_images/img_16_487.png,-1,-1,-1,0
